app_number,app_status,latitude,longitude
09/00021/FU,A,53.8173711930509,-1.44412706854941
09/00111/FU,R,53.8452814865382,-1.53566632135942
09/00305/FU,R,53.7939413317886,-1.58194156184668
08/06766/FU,R,53.794882883321,-1.47399663901966
09/00313/FU,R,53.7562985363453,-1.44638943193167
09/00314/FU,A,53.8246754570031,-1.61264177662191
09/00161/FU,R,53.8093661307459,-1.58752851416875
09/00315/FU,A,53.8340300084489,-1.59837866624359
08/06985/FU,A,53.8174624683449,-1.66486695111268
09/00345/ADV,A,53.745853256699,-1.6219944080696
09/00332/COND,A,53.7965159621234,-1.32926620060806
09/00180/COND,A,53.9051960261381,-1.64087798912092
09/00334/FU,A,53.8416492985724,-1.64921798221322
09/00333/FU,A,53.883490334169,-1.35325067361222
09/00322/FU,A,53.8490161871356,-1.51860057540405
09/00199/FU,A,53.8497990661416,-1.50994240856956
09/00096/FU,R,53.803062435168,-1.50799711416148
09/00304/FU,A,53.9059421917171,-1.41826370266688
09/00239/FU,A,53.8961387891645,-1.43573261716006
09/00331/FU,A,53.7719917356187,-1.53069431785902
09/00339/FU,A,53.8896090161307,-1.44440189157521
08/06885/FU,A,53.8723522450419,-1.74994746873109
09/00206/FU,A,53.9024826771682,-1.35505783345954
09/00195/FU,A,53.8017039750875,-1.5440884703164
09/00200/FU,W,53.8665608216841,-1.43412326023979
09/00116/FU,A,53.8987784929988,-1.71833357193179
09/00335/FU,R,53.8194840241933,-1.57901414843107
09/00357/ADV,A,53.7976586592015,-1.54390459398032
09/00181/COND,A,53.7946604481028,-1.54254047726948
09/00337/COND,A,53.8126841578699,-1.58795157602144
09/00342/COND,SPL,53.904648737584,-1.68616367615471
09/00336/COND,SPL,53.8222880945278,-1.5191498853404
09/00226/FU,A,53.8037558786402,-1.67139898086301
09/00355/FU,A,53.791906530524,-1.4342020938425
09/00154/FU,A,53.7545300886253,-1.62881718467325
08/06937/FU,W,53.902542160698,-1.69531128620012
09/00356/FU,A,53.7976586592015,-1.54390459398032
08/06938/FU,A,53.748397008835,-1.48032435407806
09/00352/FU,A,53.8550522262934,-1.62029722862082
09/00203/FU,A,53.929699184331,-1.39143369286943
09/00317/FU,A,53.903153836379,-1.53310744638008
09/00162/FU,A,53.7976817386449,-1.69593456660621
09/00358/FU,W,53.7455292327309,-1.59700874640609
09/00370/FU,A,53.8094530162532,-1.51686693021288
09/00367/FU,R,53.8180269346011,-1.53028673891233
09/00366/LI,A,53.8180269346011,-1.53028673891233
09/00393/ADV,A,53.8964133272355,-1.53321298214566
09/00290/COND,A,53.7797927969876,-1.51919545838635
09/00359/COND,A,53.8052026265318,-1.66801672763005
09/00012/FU,R,53.8152897609679,-1.51550884514349
09/00387/FU,A,53.8410559222087,-1.52615381623719
09/00120/FU,A,53.7623643290573,-1.38174973247508
09/00384/FU,A,53.8298821153889,-1.4637890572371
09/00395/FU,A,53.8100159782364,-1.65069682869513
09/00166/FU,A,53.8441546992682,-1.53250226966111
09/00242/FU,A,53.9318724014944,-1.40906956347678
09/00378/FU,A,53.8641397605629,-1.69639605258781
09/00398/FU,A,53.747026072639,-1.45298613536776
09/00124/FU,A,53.8120044010408,-1.58112410594966
09/00052/FU,A,53.7503356734334,-1.54370428605971
08/06746/FU,A,53.8518640514346,-1.58054405794295
08/06586/FU,W,53.7417448508565,-1.61049327470497
09/00381/ADV,A,53.8080714623499,-1.45852453589965
09/00382/ADV,A,53.7515722457728,-1.60330514750113
09/00386/COND,A,53.9157264549281,-1.33122502785706
09/00312/COND,A,53.8359768041872,-1.52139409366522
08/02892/COND,SPL,53.8258642661899,-1.57357226662717
09/00006/FU,A,53.7987364822946,-1.67650901792207
09/00417/FU,A,53.7985549589325,-1.55279159854924
09/00063/FU,A,53.8404571360979,-1.60129586624871
09/00409/FU,A,53.8432521208297,-1.513453643176
09/00283/FU,R,53.8789903558571,-1.70833582034921
09/00288/FU,A,53.8719767510633,-1.70707663380709
09/00102/FU,A,53.7958879944313,-1.55831553212135
09/00105/FU,A,53.9320727649327,-1.38102708997964
09/00097/FU,A,53.9067113319593,-1.43440293144643
09/00362/FU,A,53.7618953145342,-1.39375530986263
09/00273/FU,A,53.8094530162532,-1.51686693021288
09/00170/LA,A,53.7921362954078,-1.43718944060653
09/00164/LI,A,53.7976586592015,-1.54390459398032
09/00399/LI,A,53.7985549589325,-1.55279159854924
09/00171/ADV,A,53.7942775046078,-1.54347065731124
09/00419/COND,A,53.8231559512682,-1.66312016783827
09/00428/FU,R,53.801351941579,-1.60447554708029
09/00233/FU,A,53.8405853956774,-1.53919843812847
08/06953/FU,W,53.7910021458561,-1.44068071442019
09/00311/FU,A,53.8031048075119,-1.57053857905369
09/00308/FU,A,53.8031048075119,-1.57053857905369
09/00391/FU,PD,53.7709290246976,-1.36605718342605
09/00268/FU,A,53.8755793901251,-1.73345590251001
09/00100/FU,A,53.853043812123,-1.59430511182169
09/00009/LA,A,53.7628924005487,-1.38131723618007
09/00445/COND,A,53.8222670974549,-1.31813039986283
09/00436/FU,A,53.8222701795751,-1.49508798592566
09/00435/FU,A,53.8586431640934,-1.56350880741407
09/00033/FU,W,53.7974480583832,-1.65913592622518
09/00259/FU,A,53.858561949151,-1.534698382136
09/00440/FU,W,53.7927473358709,-1.38060492971959
09/00443/FU,A,53.9092784590317,-1.40214255941623
09/00437/FU,A,53.7960989819493,-1.37868825960955
09/00455/FU,A,53.8556912201818,-1.50242422572122
08/06150/FU,W,53.8604891873567,-1.52876244362436
09/00441/FU,A,53.7879778931745,-1.40071067127288
08/05874/COND,SPL,53.8065421610846,-1.56168098802961
09/00486/ADV,A,53.800893261773,-1.6900052092622
09/00470/COND,SPL,53.7639309900658,-1.49779016032145
09/00466/COND,R,53.8279719140604,-1.42961438050184
09/00475/FU,R,53.7746790226772,-1.61947479484273
09/00476/FU,A,53.786017418139,-1.59343382324831
09/00456/FU,A,53.75944494522,-1.63710109197922
09/00261/FU,A,53.7317365208586,-1.617452305709
09/00251/FU,R,53.8368782721793,-1.51311719567781
09/00271/FU,R,53.8032301751162,-1.66654428906693
09/00439/FU,A,53.9005834989391,-1.3396699752347
09/00451/FU,A,53.7721265628443,-1.53299904938932
09/00469/FU,R,53.8132729921531,-1.6742709563898
09/00487/FU,A,53.7888800743927,-1.57399272294264
09/00302/FU,A,53.7909616527099,-1.67643217547354
09/00468/FU,A,53.836976724199,-1.54986005020362
09/00473/FU,R,53.8277462669852,-1.34327677676593
09/00585/FU,R,53.7430841435285,-1.49913030374334
09/00489/FU,W,53.8190074918282,-1.5841225919807
09/00463/FU,A,53.8247274313656,-1.68580369568848
09/00491/FU,A,53.7809768057377,-1.56322205146487
09/00478/COND,A,53.8339463455007,-1.608423286736
09/00495/COND,A,53.8094613248152,-1.51004828177299
09/00492/FU,W,53.7771138656986,-1.5396963211667
09/00512/FU,R,53.8327265261839,-1.64692215553243
09/00513/FU,A,53.7375331248429,-1.60612060380286
08/06270/FU,A,53.7554813212412,-1.48907910010911
09/00460/FU,W,53.8622516672039,-1.55247793497392
09/00245/FU,R,53.8088124786934,-1.66681892621244
08/06268/FU,W,53.8584966047409,-1.50705854163958
09/00494/FU,R,53.8401141407457,-1.65292369752499
09/00372/FU,A,53.8264828248619,-1.53675525200468
09/00498/FU,A,53.8629116657881,-1.56329714615957
09/00404/FU,R,53.8052862146413,-1.65620253266501
09/00499/FU,A,53.8425461389936,-1.53721637399195
09/00507/FU,A,53.8266897274729,-1.57316888983669
09/00068/FU,A,53.8459711311349,-1.58145408881294
09/00535/ADV,R,53.7982300764637,-1.53125178074474
09/00516/COND,A,53.7946604481028,-1.54254047726948
09/00515/COND,SPL,53.8038386175196,-1.52895720732791
09/00243/FU,A,53.7552099661224,-1.49718131561532
09/00518/FU,A,53.8443985887694,-1.51915507854508
09/00527/FU,A,53.8202011710312,-1.50764457790328
09/00348/FU,A,53.834054227813,-1.622462387129
09/00520/FU,A,53.8622071042646,-1.54778001666014
09/00438/FU,A,53.9034531724576,-1.35837613271103
09/00350/FU,A,53.7831174250638,-1.576160597152
09/00426/FU,A,53.8175718596561,-1.49995935629372
09/00523/FU,A,53.8520761127808,-1.5309699074243
09/00526/FU,A,53.8243554271895,-1.51248755412823
09/00522/FU,R,53.7951151589884,-1.38486628203038
09/00497/FU,A,53.815884371053,-1.63829995678783
09/00521/FU,R,53.8020690156541,-1.69285100826933
09/00005/FU,A,53.8694591064054,-1.73366206050483
09/00212/FU,A,53.791939420036,-1.51565637568516
09/00449/FU,R,53.9080777677681,-1.43446058903322
09/00528/FU,A,53.9028497068782,-1.69608526187703
09/00524/FU,A,53.9012884454095,-1.71174198580301
09/00503/FU,A,53.8626100992236,-1.67846494620444
09/00552/FU,A,53.7995590175703,-1.5425631088199
08/06992/OT,R,53.8046668030512,-1.56750094722085
09/00559/CA,W,53.8139934149981,-1.67478175470464
09/00320/DTM,A,53.7957622764673,-1.68356070970975
09/00479/FU,A,53.7993386551334,-1.54607264207132
09/00538/FU,R,53.7542271353135,-1.51831950872712
08/06905/FU,W,53.8527463874466,-1.39186603400031
09/00529/FU,A,53.822291658791,-1.58255583330645
09/00351/FU,A,53.868272588406,-1.73360876128417
09/00546/FU,R,53.751300719546,-1.45414384290038
09/00276/FU,A,53.8291266982908,-1.63633241218548
09/00330/FU,A,53.7924591284827,-1.45851301008653
09/00537/FU,A,53.8124960441929,-1.45509597523099
09/00540/FU,A,53.8232823407227,-1.42255339820337
09/00415/FU,A,53.818687605338,-1.63499493613361
09/00549/FU,A,53.7871173167181,-1.39579004673185
09/00353/FU,A,53.9180714919587,-1.41182226110232
09/00425/FU,A,53.7932451421315,-1.4818197696331
09/00550/FU,R,53.8586982108045,-1.56134928428442
09/00539/FU,A,53.8460207676111,-1.51799655138494
09/00558/FU,A,53.8139934149981,-1.67478175470464
09/00560/LA,A,53.815836743467,-1.52191203970351
09/00548/LI,A,53.7944790585906,-1.53742656862475
09/00570/FU,A,53.8162242380366,-1.57726974419376
09/00565/FU,PD,53.8420659377691,-1.54325521876014
09/00572/FU,A,53.9334534267923,-1.40525467944111
09/00562/FU,A,53.8578705248816,-1.52567511114844
09/00563/FU,A,53.8481313934507,-1.58235975541572
09/00571/FU,R,53.8308034192413,-1.6470294787276
09/00566/FU,R,53.8934135413159,-1.64409830625331
09/00567/FU,A,53.9167722914686,-1.70345968203164
09/00039/FU,A,53.8904245711004,-1.44195660465443
09/00430/ADV,A,53.8066997000884,-1.53199254002331
09/00496/COND,A,53.7963316710352,-1.66164987916865
09/00584/FU,A,53.9394139299535,-1.39120098132058
09/00376/FU,A,53.8154569633423,-1.52133920611453
08/05752/FU,R,53.7524742510571,-1.61253242484407
09/00598/FU,A,53.8021115591215,-1.5286121509157
09/00590/FU,A,53.8208851428811,-1.57872669005289
09/00321/FU,R,53.7857688392757,-1.65780384425077
09/00310/FU,A,53.7477454092605,-1.45108131289512
09/00587/FU,A,53.8028325832769,-1.45481125336475
09/00589/FU,R,53.8555304492838,-1.59607499748613
09/00619/FU,W,53.8493355203906,-1.65596356637015
09/00623/FU,A,53.8527463874466,-1.39186603400031
09/00349/FU,A,53.9118586115175,-1.69731387949857
09/00543/FU,A,53.8391881556346,-1.58229672652912
08/06984/FU,W,53.7957622764673,-1.68356070970975
09/00383/ADV,SPL,53.9059114004183,-1.34919054903102
09/00474/COND,W,53.8299818195589,-1.53744595663139
09/00607/COND,SPL,53.782250291441,-1.37045471113623
09/00591/COND,A,53.8811903339948,-1.353423066259
09/00112/FU,R,53.9340583350895,-1.38789753831821
09/00234/FU,A,53.7439571395045,-1.54450114857836
09/00208/FU,A,53.7439571395045,-1.54450114857836
09/00446/FU,A,53.8389311591362,-1.47146946231252
09/00603/FU,A,53.8254507645298,-1.58380056283598
09/00555/FU,A,53.905142132306,-1.3449102069445
09/00400/FU,A,53.8032301751162,-1.66654428906693
09/00300/FU,A,53.7947447325821,-1.58814249427471
09/00454/FU,A,53.7533299299257,-1.57081864703035
09/00071/FU,A,53.7785833956519,-1.51794975497545
09/00450/FU,A,53.7965904823129,-1.33134488904885
09/00602/FU,A,53.8369634933808,-1.63021657429605
09/00616/FU,A,53.8176418367183,-1.65209160550497
09/00617/FU,A,53.8861793236416,-1.71151114488889
09/00601/FU,A,53.8293173686524,-1.51931252279364
09/00600/FU,W,53.7858476500063,-1.33746530762123
09/00625/FU,A,53.9081226324753,-1.40649731025704
09/00615/FU,A,53.8099386369145,-1.68787321661512
09/00599/FU,A,53.7964756047145,-1.62251127973008
09/00610/LI,A,53.8412650753085,-1.47488994490629
09/00432/ADV,A,53.8015172589008,-1.53293084279126
09/00343/ADV,SPL,53.8017039750875,-1.5440884703164
09/00620/COND,A,53.9352486444811,-1.36781980359047
09/00295/FU,A,53.7471157680216,-1.50464742316648
09/00626/FU,W,53.7631931168914,-1.39444958982751
09/00403/FU,A,53.9077638442322,-1.40482799582743
09/00632/FU,A,53.9013967306053,-1.51163723080413
08/06436/FU,A,53.7462083993754,-1.60940576082356
09/00631/FU,A,53.8180944380043,-1.50897553163134
09/00624/FU,W,53.7705541097679,-1.56170677942777
09/00493/FU,A,53.8859892730499,-1.62914536698732
09/00630/FU,R,53.8299038664773,-1.34500550118136
09/00640/FU,A,53.7347179331208,-1.40691032864282
09/00191/FU,W,53.7566316697915,-1.5949763407276
09/00647/ADV,A,53.8443985887694,-1.51915507854508
09/00658/COND,A,53.8452230293888,-1.53449664394044
09/00447/COND,A,53.805381075767,-1.63653778519513
09/00644/COND,R,53.8467259150048,-1.63070818840305
09/00655/DTM,R,53.7706039722676,-1.44559443656764
09/00672/FU,PD,53.748320338878,-1.55271836647429
09/00671/FU,A,53.8946539421564,-1.43534175194437
09/00297/FU,A,53.8251225004747,-1.50012775706632
09/00667/FU,A,53.7617157307881,-1.57079387390068
09/00670/FU,A,53.7551445413922,-1.62987342057231
09/00642/FU,A,53.7501974161713,-1.54754244845808
09/00663/FU,R,53.7575406817586,-1.60070083961337
09/00664/FU,A,53.8783644225613,-1.46002057402536
09/00666/FU,A,53.828569510725,-1.642338439016
09/00665/FU,A,53.8836793823081,-1.66590493234798
09/00668/FU,A,53.8631862779235,-1.55973619988701
09/00291/FU,R,53.8379269193494,-1.55399847193425
09/00669/FU,R,53.8426459031765,-1.62796282835324
09/00323/FU,A,53.8162242380366,-1.57726974419376
09/00641/FU,A,53.8105935315733,-1.45773272204427
09/00394/FU,A,53.8074141023901,-1.4703320442967
09/00659/FU,R,53.805935543824,-1.69001360057861
09/00643/FU,A,53.8293259519018,-1.57903708099631
09/00649/FU,A,53.8072957821925,-1.51907840326165
09/00653/FU,A,53.836562861194,-1.54261605648497
