LS11AZ,53.7963047122398,-1.5641255952531508
LS11BA,53.797076020838176,-1.5563142694266168
LS11BL,53.7963047122398,-1.5641255952531508
LS11DN,53.7963047122398,-1.5641255952531508
LS11EB,53.79649580338368,-1.559842468412095
LS11ED,53.79649580338368,-1.559842468412095
LS11EE,53.79649580338368,-1.559842468412095
LS11EF,53.79649580338368,-1.559842468412095
LS11EG,53.79649580338368,-1.559842468412095
LS11EL,53.79649580338368,-1.559842468412095
LS11HE,53.7963047122398,-1.5641255952531508
LS11HQ,53.7963047122398,-1.5641255952531508
LS11HT,53.79724374920604,-1.5506649276254876
LS11JF,53.80215202957708,-1.548486805764207
LS11LD,53.7963047122398,-1.5641255952531508
LS11LE,53.7963047122398,-1.5641255952531508
LS11LL,53.7963047122398,-1.5641255952531508
LS11LW,53.7963047122398,-1.5641255952531508
LS11NS,53.7963047122398,-1.5641255952531508
LS11NX,53.7963047122398,-1.5641255952531508
LS11NZ,53.7963047122398,-1.5641255952531508
LS11PF,53.7963047122398,-1.5641255952531508
LS11PH,53.7963047122398,-1.5641255952531508
LS11PJ,53.795641866388564,-1.54773691194461
LS11QA,53.7963047122398,-1.5641255952531508
LS11QS,53.7963047122398,-1.5641255952531508
LS11RB,53.7963047122398,-1.5641255952531508
LS11RF,53.7963047122398,-1.5641255952531508
LS11RT,53.797219992206855,-1.5563582956458384
LS11RW,53.7963047122398,-1.5641255952531508
LS11RX,53.797219992206855,-1.5563582956458384
LS11SB,53.7963047122398,-1.5641255952531508
LS11TB,53.7963047122398,-1.5641255952531508
LS11TJ,53.80215202957708,-1.548486805764207
LS11UH,53.7963047122398,-1.5641255952531508
LS11UJ,53.7963047122398,-1.5641255952531508
LS11UR,53.80215202957708,-1.548486805764207
LS11WU,53.7963047122398,-1.5641255952531508
LS11WW,53.7963047122398,-1.5641255952531508
LS11ZB,53.7963047122398,-1.5641255952531508
LS12AA,53.79821083342571,-1.549698130127411
LS12AB,53.7963047122398,-1.5641255952531508
LS12AD,53.79821083342571,-1.549698130127411
LS12AF,53.7963047122398,-1.5641255952531508
LS12AJ,53.79856106796071,-1.5496184697313689
LS12AL,53.79694376315944,-1.5473737379455927
LS12AX,53.79975641956097,-1.5544185389239056
LS12AY,53.79669637461984,-1.553312347373699
LS12BA,53.797277452987835,-1.554885068810938
LS12BH,53.79929703145568,-1.5493373055467234
LS12BL,53.7963047122398,-1.5641255952531508
LS12BQ,53.79821083342571,-1.549698130127411
LS12BR,53.7991539696639,-1.5495362089056524
LS12DE,53.79635817498778,-1.5493991563088216
LS12DJ,53.796394524685354,-1.5495050363002727
LS12DR,53.79676068666403,-1.5512773470367807
LS12DS,53.79685356939863,-1.5520809759986927
LS12DZ,53.79688160872654,-1.5523691262180144
LS12ED,53.79710267261718,-1.5513951513968474
LS12EE,53.796657199775545,-1.5524474216021886
LS12EH,53.79694376315944,-1.5473737379455927
LS12EQ,53.7968337872528,-1.5540092370013037
LS12ES,53.79694376315944,-1.5473737379455927
LS12EU,53.797027109632396,-1.5528230248146002
LS12EX,53.79703931872993,-1.5536882446648657
LS12EY,53.797238627944765,-1.5541112158331793
LS12EZ,53.79759220179687,-1.5525133814530896
LS12FA,53.7963047122398,-1.5641255952531508
LS12FE,53.7963047122398,-1.5641255952531508
LS12HA,53.796663585063946,-1.5493503401837194
LS12HD,53.79548835514277,-1.5404516736175184
LS12HH,53.79665096016236,-1.5507775302970621
LS12HJ,53.79699196227223,-1.5482385681385777
LS12HL,53.79733049666036,-1.5498290085093878
LS12HQ,53.796720131574794,-1.5500480814927373
LS12HT,53.79654297839945,-1.5483496602020341
LS12JG,53.79790206530744,-1.5512499882649253
LS12JJ,53.7979383566145,-1.551340692454007
LS12JP,53.79739067459114,-1.5490996427294927
LS12JS,53.79755382125785,-1.549462256013096
LS12JT,53.79862912187861,-1.5533980958668747
LS12JY,53.79761892646456,-1.5476549261958399
LS12JZ,53.79752126333817,-1.547974793289091
LS12LE,53.79808722619299,-1.5502915496851029
LS12LF,53.79825167621262,-1.5510033459267976
LS12LH,53.79870908188068,-1.550740365895145
LS12LT,53.7963047122398,-1.5641255952531508
LS12LU,53.7963047122398,-1.5641255952531508
LS12LW,53.799040830049066,-1.550524270045912
LS12ND,53.79855495893248,-1.5527915985492429
LS12NE,53.79930175696871,-1.5505973934512922
LS12NG,53.79847591369462,-1.550879495360358
LS12NL,53.79942928920728,-1.551051503842742
LS12NP,53.799268930329255,-1.5514327750906216
LS12NU,53.79931579705465,-1.5519484766986016
LS12NY,53.79934355346561,-1.5521607346843496
LS12PF,53.79921156868499,-1.5529212579727367
LS12PL,53.798960366064414,-1.5530453863856548
LS12PQ,53.79902327982502,-1.5530447177994324
LS12PW,53.798727082134,-1.553154140755649
LS12PX,53.79862912187861,-1.5533980958668747
LS12QB,53.7986768264394,-1.5541415153494784
LS12QG,53.798353661892435,-1.5518372698724738
LS12QH,53.79859997890372,-1.550407524261675
LS12QS,53.79936085715522,-1.5495795402495438
LS12RA,53.799362321822656,-1.552373088609785
LS12RD,53.79945897627104,-1.5517799444448614
LS12RG,53.79919506323312,-1.5533161745666544
LS12RL,53.79726858864159,-1.5525016427253766
LS12RP,53.7989370743225,-1.5540324806830976
LS12RS,53.799118857801595,-1.554577116767042
LS12RU,53.79769625675036,-1.551495093066336
LS12RX,53.79793141101583,-1.5518873148019436
LS12RY,53.79743606786956,-1.5516193212788378
LS12SD,53.79675260699652,-1.551520336759529
LS12SJ,53.7979172861219,-1.552919833842287
LS12SL,53.798045939232026,-1.55367756312633
